Song,Split,Start,End,Duration,Words,Lyric
Chris Durban - Celebrate,Train,120.0,128.0,8.0,6,these theories too it takes me
Chris Durban - Celebrate,Train,128.0,136.0,8.0,5,a while to move completely
Chris Durban - Celebrate,Train,136.0,144.0,8.0,5,i see right through eyesore
Chris Durban - Celebrate,Train,144.0,148.0,4.0,3,point at you
Chris Durban - Celebrate,Train,173.0,182.0,9.0,2,we celebrate
Chris Durban - Celebrate,Train,182.0,189.0,7.0,1,intriguing
Chris Durban - Celebrate,Train,189.0,196.0,7.0,3,wanting to wanting
Chris Durban - Celebrate,Train,196.0,204.0,8.0,4,after you the ceiling
Chris Durban - Celebrate,Train,204.0,212.0,8.0,6,can shelter you can come down
Chris Durban - Celebrate,Train,212.0,217.0,5.0,3,down on you
Chris Durban - Celebrate,Train,217.0,222.0,5.0,1,-
Chris Durban - Celebrate,Train,222.0,228.0,6.0,2,we celebrate
Chris Durban - Celebrate,Train,228.0,236.0,8.0,2,we celebrate
Chris Durban - Celebrate,Train,290.0,300.0,10.0,1,-
Music Delta - Disco,Train,3.0,12.0,9.0,16,oh yeah i wanna get a baby oh yeah oh yeah i wanna be a girl
Music Delta - Disco,Train,12.0,19.0,7.0,14,cause i wanna have it inside and create a life oh yeah oh yeah
Music Delta - Disco,Train,19.0,23.0,4.0,6,inside of me all the time
Music Delta - Disco,Train,32.0,40.0,8.0,14,come on come on come on baby so you can feed them oh yeah
Music Delta - Disco,Train,62.0,66.0,4.0,7,oh yeah baby inside on me yeah
Music Delta - Disco,Train,75.0,80.0,5.0,12,i can feel it now i can feel it now oh yeah
Music Delta - Disco,Train,95.0,99.0,4.0,6,so on and on oh yeah
Wall Of Death - Femme,Train,1.0,12.0,11.0,1,-
Wall Of Death - Femme,Train,12.0,18.0,6.0,4,females struggling for equality
Wall Of Death - Femme,Train,18.0,25.0,7.0,9,time to get rid of the shackles of servility
Wall Of Death - Femme,Train,25.0,30.0,5.0,3,women are free
Wall Of Death - Femme,Train,30.0,37.0,7.0,5,forking my resignation to be
Wall Of Death - Femme,Train,37.0,44.0,7.0,5,we are warriors for equality
Wall Of Death - Femme,Train,44.0,50.0,6.0,5,forget my resignation to be
Wall Of Death - Femme,Train,50.0,56.0,6.0,5,we are warriors for equality
Wall Of Death - Femme,Train,56.0,64.0,8.0,6,young dog boar will live on
Wall Of Death - Femme,Train,64.0,70.0,6.0,3,shut us up
Wall Of Death - Femme,Train,70.0,78.0,8.0,4,we are now obedients
Wall Of Death - Femme,Train,78.0,85.0,7.0,3,to go on
Wall Of Death - Femme,Train,85.0,92.0,7.0,6,forget my old intention to be
Wall Of Death - Femme,Train,92.0,98.0,6.0,5,we are warriors for equality
Wall Of Death - Femme,Train,98.0,105.0,7.0,5,forget my resignation to be
Wall Of Death - Femme,Train,105.0,114.0,9.0,5,we are warriors for equality
Wall Of Death - Femme,Train,114.0,122.0,8.0,6,this way we blow this patriarchy
Wall Of Death - Femme,Train,122.0,129.0,7.0,5,to shed our ghost irrationality
Wall Of Death - Femme,Train,129.0,137.0,8.0,6,this way we blow this patriarchy
Wall Of Death - Femme,Train,137.0,144.0,7.0,6,no master no distraction no peace
Wall Of Death - Femme,Train,144.0,154.0,10.0,1,-
Wall Of Death - Femme,Train,154.0,164.0,10.0,1,-
Wall Of Death - Femme,Train,164.0,174.0,10.0,1,-
Wall Of Death - Femme,Train,174.0,180.0,6.0,1,-
Wall Of Death - Femme,Train,180.0,186.0,6.0,4,females struggling for equality
Wall Of Death - Femme,Train,186.0,193.0,7.0,9,time to get rid of the shackles of servility
Wall Of Death - Femme,Train,193.0,198.0,5.0,3,women are free
Wall Of Death - Femme,Train,198.0,205.0,7.0,6,you're the product of your industry
Wall Of Death - Femme,Train,205.0,212.0,7.0,8,you're a woman you're born to be free
Wall Of Death - Femme,Train,212.0,219.0,7.0,6,you're the product of your industry
Wall Of Death - Femme,Train,219.0,225.0,6.0,3,you're a woman
Wall Of Death - Femme,Train,225.0,233.0,8.0,1,-
Wall Of Death - Femme,Train,233.0,238.0,5.0,1,-
Triviul - Dorothy,Train,0.0,4.0,4.0,1,-
Triviul - Dorothy,Train,4.0,10.0,6.0,9,you could have died today but it wouldn't know
Triviul - Dorothy,Train,10.0,17.0,7.0,14,you could have smiled today had hoped you were arrived today but didn't show
Triviul - Dorothy,Train,17.0,28.0,11.0,18,oh no and though we've never met or even spoken yet i know we're meant to be together
Triviul - Dorothy,Train,28.0,37.0,9.0,9,so come to me oh come to me dorothy
Triviul - Dorothy,Train,39.0,44.0,5.0,9,i went through all my pockets after your identity
Triviul - Dorothy,Train,44.0,54.0,10.0,18,i hope you're not believing you might just say hi where you might not do normally oh no
Triviul - Dorothy,Train,54.0,62.0,8.0,14,and though our paths have never crossed it doesn't mean the opportunity's been lost
Triviul - Dorothy,Train,62.0,73.0,11.0,13,so come to me oh come to me dorothy somewhere blue birds fly
Triviul - Dorothy,Train,72.0,83.0,11.0,12,come to me oh come to me dorothy somewhere blue birds fly
Triviul - Dorothy,Train,104.0,109.0,5.0,9,i'm going all again but what can she do
Triviul - Dorothy,Train,109.0,117.0,8.0,15,and do i lose her when i ask her the inevitable why she isn't you
Triviul - Dorothy,Train,117.0,127.0,10.0,17,oh no and though we've never touched i know her relative perfection can be up to much
Triviul - Dorothy,Train,127.0,138.0,11.0,9,so come to me oh come to me dorothy
Triviul - Dorothy,Train,138.0,146.0,8.0,9,come to me oh come to me oh dorothy
A Classic Education - NightOwl,Train,0.0,8.0,8.0,6,i think you're right i do
A Classic Education - NightOwl,Train,8.0,18.0,10.0,5,only feel us or you
A Classic Education - NightOwl,Train,18.0,23.0,5.0,5,i know the reasons why
A Classic Education - NightOwl,Train,23.0,28.0,5.0,3,you crave more
A Classic Education - NightOwl,Train,28.0,34.0,6.0,3,harder than one
A Classic Education - NightOwl,Train,34.0,43.0,9.0,9,you come up with none little did i think
A Classic Education - NightOwl,Train,43.0,51.0,8.0,5,night owl red night promise
A Classic Education - NightOwl,Train,51.0,58.0,7.0,3,slashes of love
A Classic Education - NightOwl,Train,58.0,63.0,5.0,2,oh oh
A Classic Education - NightOwl,Train,63.0,73.0,10.0,8,oh oh oh oh oh oh oh oh
A Classic Education - NightOwl,Train,73.0,80.0,7.0,2,oh oh
A Classic Education - NightOwl,Train,80.0,89.0,9.0,8,oh oh oh oh oh oh oh oh
A Classic Education - NightOwl,Train,89.0,99.0,10.0,3,ah ah oh
A Classic Education - NightOwl,Train,99.0,105.0,6.0,1,-
A Classic Education - NightOwl,Train,105.0,113.0,8.0,1,-
A Classic Education - NightOwl,Train,113.0,123.0,10.0,1,-
A Classic Education - NightOwl,Train,123.0,132.0,9.0,1,-
A Classic Education - NightOwl,Train,132.0,140.0,8.0,8,grant those stairs we see you and them
A Classic Education - NightOwl,Train,140.0,150.0,10.0,13,it's all lost and found burry me in the ground have no thoughts
A Classic Education - NightOwl,Train,150.0,158.0,8.0,6,don't you know it's all passages
A Classic Education - NightOwl,Train,158.0,168.0,10.0,14,places that warning fits i'll come dig and beg yeah but all come around
Music Delta - Reggae,Train,0.0,8.0,8.0,7,everybody sing this is the reggae dream
Music Delta - Reggae,Train,8.0,13.0,5.0,5,got no work until tomorrow
Music Delta - Reggae,Train,13.0,17.0,4.0,6,this is the reggae dream oh
Music Delta - Punk,Train,0.0,6.0,6.0,2,ya ya
Music Delta - Punk,Train,6.0,10.0,4.0,8,i wanna be a sunburned star and i
Titanium - Haunted Age,Train,0.0,10.0,10.0,1,-
Titanium - Haunted Age,Train,10.0,20.0,10.0,1,-
Titanium - Haunted Age,Train,20.0,30.0,10.0,1,-
Titanium - Haunted Age,Train,30.0,37.0,7.0,1,-
Titanium - Haunted Age,Train,37.0,41.0,4.0,4,you're on your own
Titanium - Haunted Age,Train,41.0,45.0,4.0,6,and i can't help you now
Titanium - Haunted Age,Train,45.0,53.0,8.0,11,the righteous days of the past are nothing but a memory
Titanium - Haunted Age,Train,53.0,57.0,4.0,4,winner sets our phone
Titanium - Haunted Age,Train,57.0,61.0,4.0,4,i will brought regret
Titanium - Haunted Age,Train,61.0,69.0,8.0,7,loosing now a reputation and my diginity
Titanium - Haunted Age,Train,69.0,77.0,8.0,11,i'll be stuck in a grave for the rest of eternity
Titanium - Haunted Age,Train,77.0,87.0,10.0,1,-
Titanium - Haunted Age,Train,87.0,97.0,10.0,1,-
Titanium - Haunted Age,Train,97.0,107.0,10.0,1,-
Titanium - Haunted Age,Train,107.0,112.0,5.0,4,biting way too hard
Titanium - Haunted Age,Train,112.0,119.0,7.0,11,that'll only satisfy the walking dead that is ready for you
Titanium - Haunted Age,Train,119.0,123.0,4.0,6,to come and eat you alive
Titanium - Haunted Age,Train,123.0,131.0,8.0,10,my body is sacrifice for the good of the dead
Titanium - Haunted Age,Train,131.0,139.0,8.0,11,go passional power is thin spirits of hell just linger on
Titanium - Haunted Age,Train,139.0,146.0,7.0,4,impossible nature so inhumane
Titanium - Haunted Age,Train,146.0,154.0,8.0,8,for a thousand bodies for a thousand bodies
Titanium - Haunted Age,Train,154.0,164.0,10.0,1,-
Titanium - Haunted Age,Train,164.0,174.0,10.0,1,-
Titanium - Haunted Age,Train,174.0,184.0,10.0,1,-
Titanium - Haunted Age,Train,184.0,192.0,8.0,11,you will never give up for as long as i live
Titanium - Haunted Age,Train,192.0,196.0,4.0,5,and you don't ever deny
Titanium - Haunted Age,Train,196.0,200.0,4.0,5,you're living in a haunted
Titanium - Haunted Age,Train,200.0,204.0,4.0,7,age for as long as i live
Titanium - Haunted Age,Train,204.0,208.0,4.0,5,you will never give up
Titanium - Haunted Age,Train,208.0,217.0,9.0,9,because i said you're living in a haunted age
Titanium - Haunted Age,Train,217.0,227.0,10.0,1,-
Titanium - Haunted Age,Train,227.0,237.0,10.0,1,-
Titanium - Haunted Age,Train,237.0,248.0,11.0,1,-
Swinging Steaks - Lost My Way,Train,0.0,10.0,10.0,1,-
Swinging Steaks - Lost My Way,Train,10.0,16.0,6.0,1,-
Swinging Steaks - Lost My Way,Train,16.0,23.0,7.0,1,-
Swinging Steaks - Lost My Way,Train,23.0,30.0,7.0,1,-
Swinging Steaks - Lost My Way,Train,30.0,35.0,5.0,5,i'm so far from home
Swinging Steaks - Lost My Way,Train,35.0,42.0,7.0,5,some place i don't know
Swinging Steaks - Lost My Way,Train,42.0,48.0,6.0,5,out here i feel weak
Swinging Steaks - Lost My Way,Train,48.0,57.0,9.0,8,out here i feel cold i'm not right
Swinging Steaks - Lost My Way,Train,57.0,64.0,7.0,5,i'm not right i'm not
Swinging Steaks - Lost My Way,Train,65.0,75.0,10.0,8,i'm not right i'm not right i'm not
Swinging Steaks - Lost My Way,Train,75.0,79.0,4.0,1,-
Swinging Steaks - Lost My Way,Train,79.0,85.0,6.0,5,do you know the way
Swinging Steaks - Lost My Way,Train,85.0,91.0,6.0,5,can you help me out
Swinging Steaks - Lost My Way,Train,91.0,97.0,6.0,5,i thought i was okay
Swinging Steaks - Lost My Way,Train,97.0,106.0,9.0,8,now i have my doubts i'm not right
Swinging Steaks - Lost My Way,Train,106.0,113.0,7.0,5,i'm not right i'm not
Swinging Steaks - Lost My Way,Train,115.0,122.0,7.0,6,i'm not right i'm not right
Swinging Steaks - Lost My Way,Train,122.0,127.0,5.0,2,i'm not
Swinging Steaks - Lost My Way,Train,127.0,134.0,7.0,5,well i lost my way
Swinging Steaks - Lost My Way,Train,134.0,140.0,6.0,5,and i can't get home
Swinging Steaks - Lost My Way,Train,140.0,146.0,6.0,5,do you feel the same
Swinging Steaks - Lost My Way,Train,146.0,156.0,10.0,11,could you help me find my way my way back home
Swinging Steaks - Lost My Way,Train,177.0,187.0,10.0,8,i'm not right i'm not right i'm not
Swinging Steaks - Lost My Way,Train,189.0,199.0,10.0,8,i'm not right i'm not right i'm not
Swinging Steaks - Lost My Way,Train,201.0,208.0,7.0,6,i'm not right i'm not right
Swinging Steaks - Lost My Way,Train,208.0,212.0,4.0,2,i'm not
Swinging Steaks - Lost My Way,Train,213.0,217.0,4.0,3,i'm not right
Swinging Steaks - Lost My Way,Train,217.0,224.0,7.0,6,s i'm not right i'm not
Swinging Steaks - Lost My Way,Train,226.0,235.0,9.0,8,i'm not right i'm not right i'm not
Swinging Steaks - Lost My Way,Train,238.0,248.0,10.0,8,i'm not right i'm not right i'm not
Swinging Steaks - Lost My Way,Train,250.0,254.0,4.0,3,i'm not right
Swinging Steaks - Lost My Way,Train,254.0,260.0,6.0,5,i'm not right i'm not
Swinging Steaks - Lost My Way,Train,263.0,272.0,9.0,6,i'm not right i'm not right
Swinging Steaks - Lost My Way,Train,274.0,280.0,6.0,1,-
Swinging Steaks - Lost My Way,Train,280.0,287.0,7.0,1,-
Swinging Steaks - Lost My Way,Train,287.0,295.0,8.0,1,-
Swinging Steaks - Lost My Way,Train,295.0,304.0,9.0,1,-
Young Griffo - Pennies,Train,0.0,9.0,9.0,1,-
Young Griffo - Pennies,Train,9.0,17.0,8.0,1,-
Young Griffo - Pennies,Train,17.0,22.0,5.0,1,-
Young Griffo - Pennies,Train,22.0,30.0,8.0,9,birk like down coming around where are you hidin'
Young Griffo - Pennies,Train,33.0,42.0,9.0,13,this beathing ground there's a bag and bull oh how i like this
Young Griffo - Pennies,Train,53.0,61.0,8.0,28,all of you are mass words or instructions you wish me luck but i don't even need it it's not like fit plays a part in the outcome
Young Griffo - Pennies,Train,67.0,73.0,6.0,9,these puzzle parts won't let me fit things in
Young Griffo - Pennies,Train,73.0,84.0,11.0,18,do pennies for the toe and it all ends these puzzle parts won't let me fit things in
Young Griffo - Pennies,Train,84.0,92.0,8.0,12,do pennies for it all and it all ends the bitter choice
Young Griffo - Pennies,Train,92.0,98.0,6.0,6,between burning puzzle dirt and coffins
Young Griffo - Pennies,Train,98.0,108.0,10.0,11,the big let down you're not around where are you hiding
Young Griffo - Pennies,Train,108.0,117.0,9.0,20,you wish me luck but i don't even need it it's not like fit plays a part in the outcome
Young Griffo - Pennies,Train,131.0,140.0,9.0,17,all of you are mass words or instructions these puzzle parts won't let me fit things in
Young Griffo - Pennies,Train,140.0,151.0,11.0,18,do pennies for the toe and it all ends these puzzle parts won't let me fit things in
Young Griffo - Pennies,Train,151.0,157.0,6.0,9,do pennies for the toe and it all ends
Young Griffo - Pennies,Train,157.0,166.0,9.0,4,ends it all ends
Young Griffo - Pennies,Train,165.0,171.0,6.0,3,it all ends
Young Griffo - Pennies,Train,171.0,178.0,7.0,3,it all ends
Young Griffo - Pennies,Train,178.0,185.0,7.0,1,-
Young Griffo - Pennies,Train,185.0,190.0,5.0,1,-
Young Griffo - Pennies,Train,190.0,196.0,6.0,1,-
Young Griffo - Pennies,Train,196.0,203.0,7.0,1,-
Young Griffo - Pennies,Train,203.0,210.0,7.0,1,-
Young Griffo - Pennies,Train,210.0,215.0,5.0,1,-
Young Griffo - Pennies,Train,215.0,220.0,5.0,6,if someone's ought to collect them
Young Griffo - Pennies,Train,220.0,224.0,4.0,6,if someone's ought to collect them
Young Griffo - Pennies,Train,247.0,255.0,8.0,1,-
Young Griffo - Pennies,Train,255.0,261.0,6.0,1,-
Young Griffo - Pennies,Train,261.0,268.0,7.0,1,-
Young Griffo - Pennies,Train,268.0,276.0,8.0,1,-
BigTroubles - Phantom,Train,0.0,9.0,9.0,1,-
BigTroubles - Phantom,Train,9.0,19.0,10.0,10,all of my life i wasn't right but it's okay
BigTroubles - Phantom,Train,19.0,23.0,4.0,6,i'll just admit that to myself
BigTroubles - Phantom,Train,23.0,33.0,10.0,12,and it's okay i just assume that you knew that now ah
BigTroubles - Phantom,Train,33.0,39.0,6.0,3,all my time
BigTroubles - Phantom,Train,39.0,49.0,10.0,11,lonely inside but it's okay i'll just admit that to myself
BigTroubles - Phantom,Train,49.0,59.0,10.0,12,and it's okay i just assume that you knew that now ah
BigTroubles - Phantom,Train,59.0,64.0,5.0,1,-
BigTroubles - Phantom,Train,64.0,73.0,9.0,10,it's something i always do assuming the worst is true
BigTroubles - Phantom,Train,73.0,82.0,9.0,10,it's something i always do assuming the worst is true
BigTroubles - Phantom,Train,81.0,90.0,9.0,1,ah
BigTroubles - Phantom,Train,90.0,98.0,8.0,1,-
BigTroubles - Phantom,Train,98.0,105.0,7.0,1,-
BigTroubles - Phantom,Train,105.0,114.0,9.0,1,-
BigTroubles - Phantom,Train,114.0,123.0,9.0,1,-
BigTroubles - Phantom,Train,123.0,132.0,9.0,10,it's something i always do assuming the worst is true
BigTroubles - Phantom,Train,132.0,141.0,9.0,10,it's something i always do assuming the worst is true
BigTroubles - Phantom,Train,141.0,146.0,5.0,1,-
Music Delta - Rock,Train,0.0,8.0,8.0,25,i don't wanna go cause if you really gotta know you are the best girl that i've ever had i won't leave you all alone
Music Delta - Rock,Train,8.0,12.0,4.0,10,oh no oh no don't go don't go don't go
Music Delta - Gospel,Train,0.0,8.0,8.0,13,jesus save my soul oh lord oh jesus save my soul oh lord
Music Delta - Gospel,Train,9.0,20.0,11.0,16,i was in the devil's grasp but he has brought be back now there's a fire
Music Delta - Gospel,Train,20.0,30.0,10.0,15,in my soul so will never be apart oh jesus save my soul oh lord
Music Delta - Gospel,Train,30.0,39.0,9.0,12,oh jesus save my soul oh lord oh he died for me
Music Delta - Gospel,Train,39.0,48.0,9.0,13,and now i'll live eternally because jesus saved my soul oh lord and
Music Delta - Gospel,Train,47.0,52.0,5.0,11,lord and now we'll walk in the streets pay with gold
Music Delta - Gospel,Train,52.0,58.0,6.0,6,oh glory glory hallelujah oh glory
Music Delta - Gospel,Train,58.0,65.0,7.0,6,glory hallelujah oh glory glory hallelujah
Music Delta - Gospel,Train,65.0,71.0,6.0,4,oh glory glory hallelujah
Music Delta - 80s Rock,Train,1.0,5.0,4.0,5,now you're at my door
Music Delta - 80s Rock,Train,5.0,10.0,5.0,6,and i know you're still unsure
Music Delta - 80s Rock,Train,10.0,19.0,9.0,13,but i'll hold you so tight let's make this last if just tonight
Music Delta - 80s Rock,Train,19.0,27.0,8.0,6,here tonight i'm here you're here
Music Delta - 80s Rock,Train,27.0,36.0,9.0,5,we're here tonight tonight oh
Invisible Familiars - Disturbing Wildlife,Train,13.0,20.0,7.0,11,it's okay i can wait for your words to come back
Invisible Familiars - Disturbing Wildlife,Train,19.0,25.0,6.0,7,anyway what's the worst you can do
Invisible Familiars - Disturbing Wildlife,Train,25.0,32.0,7.0,11,you can say as it turns how it's perfect for you
Invisible Familiars - Disturbing Wildlife,Train,32.0,38.0,6.0,8,though it hurts when your words go away
Invisible Familiars - Disturbing Wildlife,Train,38.0,45.0,7.0,11,all these gifts we can list is giving me shivers sometimes
Invisible Familiars - Disturbing Wildlife,Train,45.0,51.0,6.0,6,one earth what a beautiful view
Invisible Familiars - Disturbing Wildlife,Train,51.0,58.0,7.0,10,you surround daddy's gone makes it hard to go on
Invisible Familiars - Disturbing Wildlife,Train,58.0,64.0,6.0,9,just be glad that your mum is with you
Invisible Familiars - Disturbing Wildlife,Train,64.0,70.0,6.0,9,following on the world who had always been there
Invisible Familiars - Disturbing Wildlife,Train,70.0,77.0,7.0,12,i guess it's nothing new am i just a servant to you
Invisible Familiars - Disturbing Wildlife,Train,77.0,86.0,9.0,18,he has fears in his dreams a still mystery to me but for them i'll be thankful too
Invisible Familiars - Disturbing Wildlife,Train,86.0,94.0,8.0,8,i just don't know what else to do
Invisible Familiars - Disturbing Wildlife,Train,94.0,101.0,7.0,1,-
Invisible Familiars - Disturbing Wildlife,Train,101.0,108.0,7.0,1,-
Invisible Familiars - Disturbing Wildlife,Train,108.0,116.0,8.0,1,-
Invisible Familiars - Disturbing Wildlife,Train,116.0,123.0,7.0,7,she heard you're disturbing the wildlife again
Invisible Familiars - Disturbing Wildlife,Train,123.0,128.0,5.0,9,it's just sad and that's all i can say
Invisible Familiars - Disturbing Wildlife,Train,129.0,136.0,7.0,11,if you can get along that she's gone yeah you're dead
Invisible Familiars - Disturbing Wildlife,Train,135.0,141.0,6.0,7,only god ever gets in his way
Invisible Familiars - Disturbing Wildlife,Train,144.0,152.0,8.0,11,it's okay i can wait for your words to come back
Invisible Familiars - Disturbing Wildlife,Train,151.0,157.0,6.0,7,anyway what's the worst you can do
Invisible Familiars - Disturbing Wildlife,Train,157.0,164.0,7.0,10,could say as it turns how it's perfect for you
Invisible Familiars - Disturbing Wildlife,Train,164.0,169.0,5.0,8,though it hurts when your words go away
Invisible Familiars - Disturbing Wildlife,Train,170.0,177.0,7.0,9,that's the win it begins so it's different somehow
Invisible Familiars - Disturbing Wildlife,Train,176.0,182.0,6.0,5,wires stick around in alarm
Invisible Familiars - Disturbing Wildlife,Train,183.0,188.0,5.0,6,just tell all the other farewell
Invisible Familiars - Disturbing Wildlife,Train,188.0,195.0,7.0,11,for right now a blue way for your words to return
Invisible Familiars - Disturbing Wildlife,Train,195.0,201.0,6.0,8,and we'll wait for your words to return
Invisible Familiars - Disturbing Wildlife,Train,201.0,208.0,7.0,6,yeah we'll wait for your words
Lushlife - Toynbee Suite,Train,0.0,10.0,10.0,1,-
Lushlife - Toynbee Suite,Train,10.0,20.0,10.0,1,-
Lushlife - Toynbee Suite,Train,20.0,25.0,5.0,1,-
Lushlife - Toynbee Suite,Train,25.0,31.0,6.0,1,-
Lushlife - Toynbee Suite,Train,31.0,41.0,10.0,1,-
Lushlife - Toynbee Suite,Train,41.0,48.0,7.0,1,-
Lushlife - Toynbee Suite,Train,48.0,58.0,10.0,33,i started walking with the birds wishing we'd never die never be lost and gone if we levitate or we reach the sky all a lie all my life i always wondered why
Lushlife - Toynbee Suite,Train,58.0,64.0,6.0,17,the promises of the gods is just flaws of the human mind human lives depreciated molecules is
Lushlife - Toynbee Suite,Train,64.0,74.0,10.0,26,vibrating 'til they alleviated the face of everything everywhere is forever changing so why bottomline technology won't be the spaceship that's on some outer space shit
Lushlife - Toynbee Suite,Train,74.0,80.0,6.0,23,right now if heaven don't exist then it don't mean it won't it's just the next ledge of evolution that we could hope
Lushlife - Toynbee Suite,Train,80.0,86.0,6.0,23,they build the data build a ladder then we rise up sing it black spin it back a puzzle 'til they wise up
Lushlife - Toynbee Suite,Train,86.0,96.0,10.0,28,but they won't listen i'm spitting rapping tradition the vision of every human in history wizen living it's gold dust larry king hellion gold rush that's what i
Lushlife - Toynbee Suite,Train,96.0,100.0,4.0,13,begged and i tried and they had me choked up murder every journalist
Lushlife - Toynbee Suite,Train,100.0,109.0,9.0,35,they won't hear a word of it tell 'em what i could see in the asphalt they heard of it why david mamet don't lie you deserving it spitting truth in the cracks of the
Lushlife - Toynbee Suite,Train,109.0,118.0,9.0,31,asphalt they heard of it murder every journalist they won't hear a word of it tell 'em what i could see in the asphalt they heard of it why david mamet
Lushlife - Toynbee Suite,Train,118.0,126.0,8.0,17,don't lie you deserving it spitting truth in the cracks of the asphalt they heard of it
Lushlife - Toynbee Suite,Train,126.0,135.0,9.0,1,-
Lushlife - Toynbee Suite,Train,135.0,143.0,8.0,1,-
Lushlife - Toynbee Suite,Train,143.0,150.0,7.0,1,-
Lushlife - Toynbee Suite,Train,150.0,156.0,6.0,1,-
Lushlife - Toynbee Suite,Train,156.0,161.0,5.0,1,-
Lushlife - Toynbee Suite,Train,161.0,169.0,8.0,1,-
Lushlife - Toynbee Suite,Train,169.0,175.0,6.0,1,-
Lushlife - Toynbee Suite,Train,175.0,183.0,8.0,24,set trips in visual clips several fist along scripts this monolith in blur tap matter format shattered the attic swells all parallel data lost
Lushlife - Toynbee Suite,Train,183.0,193.0,10.0,38,this black orbit flushed dust settle on plan zee your planet is stumped in a trance to cause puppets to run amuck controlling terror in an era that's pushed back steps through the mirror while reality cracks shift
Lushlife - Toynbee Suite,Train,193.0,198.0,5.0,14,hate to pretend surrender time and again the possibilities insist it's never an end
Lushlife - Toynbee Suite,Train,198.0,209.0,11.0,36,dream seems to be shattered from jump your looking at me i'm looking at you do we need to agree memory banks flooded gut human condition all premonition is lost here but nobody listens nobody listens
Lushlife - Toynbee Suite,Train,209.0,215.0,6.0,1,-
Lushlife - Toynbee Suite,Train,215.0,222.0,7.0,1,-
Lushlife - Toynbee Suite,Train,222.0,231.0,9.0,31,if you watch then the words just come alive and the dream feel real in a lullaby why i'm spending my life telling them otherwise if she dies then i'm live
Lushlife - Toynbee Suite,Train,231.0,240.0,9.0,45,on the other side so i drive all night just to tell 'em maybe if they see it then the world won't dead 'em ghosts in they heads and they just won't listen so i'm back on the block in the 'lac with a mission
Lushlife - Toynbee Suite,Train,240.0,248.0,8.0,27,i'm a spit a shortwave transmission interrupting the hellions on the television floss when they living lost in the myriad lies of politicians lost in the prism
Lushlife - Toynbee Suite,Train,248.0,256.0,8.0,32,all i really want is birds in the junipers if the world don't stop from the lucifers i'll be happy that they live in the universe eternally yours waiting here for jupiter
Lushlife - Toynbee Suite,Train,266.0,275.0,9.0,29,plus back home i never answer the phone i'm all alone south philly hellion thugs like a terrordome never known sleep with the birds until they send me home
Lushlife - Toynbee Suite,Train,275.0,281.0,6.0,21,knight ridder nightmare nighttimes i'm dead and gone with all the lights out the birds is chirping i'm steady working my
Lushlife - Toynbee Suite,Train,281.0,291.0,10.0,37,life out that's that accordion humming before the night's out 'cause when they send 'em to get me they read my rights out black then it's lights out secure the blast door or flee the country with
Lushlife - Toynbee Suite,Train,291.0,301.0,10.0,35,money and just a passport the grinning man is just spinning inside the task force so i don't want to be asking him what the mask for that's what the last bol this ain't bradbury
Lushlife - Toynbee Suite,Train,301.0,310.0,9.0,32,this ain't roddenberry it's just a matter of fact this isn't monetary the monastery is a hellion cult that's out to get me out to wet me with a million volts and
Lushlife - Toynbee Suite,Train,334.0,343.0,9.0,1,-
Lushlife - Toynbee Suite,Train,343.0,352.0,9.0,1,-
Lushlife - Toynbee Suite,Train,352.0,361.0,9.0,24,santiago chile to new york city or back to philly i'm working on a scheme a dream for the millions phenomenon that i seen
Lushlife - Toynbee Suite,Train,361.0,365.0,4.0,12,about the hellions ideology scream phoenix and they just tell me i'm
Lushlife - Toynbee Suite,Train,365.0,371.0,6.0,24,all lost in cinema instead of writing my senators i'm inventing a new way of telling them how they ended up lost in the
Lushlife - Toynbee Suite,Train,371.0,376.0,5.0,19,newspapers too late for sending up i don't want to be hit by the union goons they sending up
Lushlife - Toynbee Suite,Train,387.0,395.0,8.0,1,-
Lushlife - Toynbee Suite,Train,395.0,404.0,9.0,1,-
Lushlife - Toynbee Suite,Train,404.0,414.0,10.0,1,-
Lushlife - Toynbee Suite,Train,414.0,420.0,6.0,1,-
Lushlife - Toynbee Suite,Train,420.0,425.0,5.0,1,-
Lushlife - Toynbee Suite,Train,425.0,431.0,6.0,1,-
Lushlife - Toynbee Suite,Train,431.0,438.0,7.0,1,-
Lushlife - Toynbee Suite,Train,438.0,446.0,8.0,1,-
Lushlife - Toynbee Suite,Train,446.0,455.0,9.0,1,-
Lushlife - Toynbee Suite,Train,455.0,465.0,10.0,1,-
Lushlife - Toynbee Suite,Train,465.0,476.0,11.0,1,-
Lushlife - Toynbee Suite,Train,476.0,482.0,6.0,1,-
Lushlife - Toynbee Suite,Train,482.0,493.0,11.0,29,back to life again back up on the corner spot either on the block back on the mic again ghost in your soul still just a likening still feel
Lushlife - Toynbee Suite,Train,493.0,502.0,9.0,29,the world in my face and it's still frightening lush vida supreme where jupiter was still a dream in a gas giant last of the ibrahims last of the
Lushlife - Toynbee Suite,Train,502.0,511.0,9.0,22,philistines everybody still alive ghost in the kerosene celebrate the eloheim whatever you wanted i gave it to you readily my head
Lushlife - Toynbee Suite,Train,510.0,520.0,10.0,31,my head is full of ghosts science is ahead of me melody in the atoms vibrating and they telling me it's still possible but i'm tired the drive dead in me
