Song,Start,End,Duration,Lyric,Prediction,Lyric_clean,Prediction_clean,WER,CER,Words
The Long Wait - Back Home To Blue,74.0,80.0,6.0,oh but this morning burns the memphis summer glow," All black this morning burns a Memphis, summer glow",oh but this morning burns the memphis summer glow,all black this morning burns a memphis summer glow,0.3333333333333333,0.20408163265306123,9
The Long Wait - Back Home To Blue,80.0,86.0,6.0,i'm coming back across i always knew this subtle graces," Coming back, cross I always knew this subtle grace is",im coming back across i always knew this subtle graces,coming back cross i always knew this subtle grace is,0.4,0.1111111111111111,10
The Long Wait - Back Home To Blue,86.0,97.0,11.0,and the mississippi river sets the tempo and the pace i'm going far far away, And we missed the death we've never вър сец lateral autumn- imperative Ooing lively anos,and the mississippi river sets the tempo and the pace im going far far away,and we missed the death weve never вър сец lateral autumn imperative ooing lively anos,0.9333333333333333,0.7733333333333333,15
The Long Wait - Back Home To Blue,97.0,103.0,6.0,i'm going far far far away, I'm going far away,im going far far far away,im going far away,0.3333333333333333,0.32,6
The Long Wait - Back Home To Blue,103.0,113.0,10.0,oh i'm going far far away it's always good to get away," Oh, I'm going far away Always good to get away",oh im going far far away its always good to get away,oh im going far away always good to get away,0.16666666666666666,0.15384615384615385,12
The Long Wait - Back Home To Blue,113.0,122.0,9.0,we'd better still to come back home back home to blue," The better still, the more Black boys Black boys",wed better still to come back home back home to blue,the better still the more black boys black boys,0.8181818181818182,0.4423076923076923,11
The Long Wait - Back Home To Blue,146.0,152.0,6.0,if absence makes the heart grow thunder i would reckon," Thrabbs and snakes, the heart broke, thunder, I would break in.",if absence makes the heart grow thunder i would reckon,thrabbs and snakes the heart broke thunder i would break in,0.6,0.3148148148148148,10
The Long Wait - Back Home To Blue,152.0,158.0,6.0,these little journeys do their parts to work for all of us, It's little journeys to their parts to work for all of us,these little journeys do their parts to work for all of us,its little journeys to their parts to work for all of us,0.16666666666666666,0.08620689655172414,12
The Long Wait - Back Home To Blue,158.0,165.0,7.0,cause when you leave the sun ray dribs from green and dusty as bins, Is when you leave the summer drips from green and dusty aspects,cause when you leave the sun ray dribs from green and dusty as bins,is when you leave the summer drips from green and dusty aspects,0.42857142857142855,0.208955223880597,14
The Long Wait - Back Home To Blue,164.0,170.0,6.0,and then they shimmer golden when you come back in the fall, And that age you're more bold than when you come back in the fall,and then they shimmer golden when you come back in the fall,and that age youre more bold than when you come back in the fall,0.5,0.288135593220339,12
The Long Wait - Back Home To Blue,170.0,176.0,6.0,i'm going far far away, through fightwakes,im going far far away,through fightwakes,1.0,0.8095238095238095,5
The Long Wait - Back Home To Blue,176.0,182.0,6.0,i'm going far far away, I'm going my way,im going far far away,im going my way,0.6,0.38095238095238093,5
The Long Wait - Back Home To Blue,182.0,191.0,9.0,oh i'm going far far away it's always good to get away, Oh I'm going away I'm raised good to get away,oh im going far far away its always good to get away,oh im going away im raised good to get away,0.3333333333333333,0.3076923076923077,12
The Long Wait - Back Home To Blue,192.0,197.0,5.0,we'd better still to come back home, Better still to go back for me,wed better still to come back home,better still to go back for me,0.5714285714285714,0.29411764705882354,7
The Long Wait - Back Home To Blue,198.0,208.0,10.0,back home to blue, I can't help you,back home to blue,i cant help you,1.0,0.7647058823529411,4
The Long Wait - Back Home To Blue,231.0,237.0,6.0,many rose of corn blur on the downside of the blue hill, Many rows of corn learn the downside of the hell,many rose of corn blur on the downside of the blue hill,many rows of corn learn the downside of the hell,0.4166666666666667,0.23636363636363636,12
The Long Wait - Back Home To Blue,237.0,246.0,9.0,i think it's always been this way and i guess it always will, I think it's always been this way and I guess it always been,i think its always been this way and i guess it always will,i think its always been this way and i guess it always been,0.07692307692307693,0.06779661016949153,13
The Scarlet Brand - Les Fleurs Du Mal,5.0,10.0,5.0,intervention high pretension hierarch is my invention," Intervention, hypertension, higher out is my invention",intervention high pretension hierarch is my invention,intervention hypertension higher out is my invention,0.42857142857142855,0.22641509433962265,7
The Scarlet Brand - Les Fleurs Du Mal,10.0,16.0,6.0,it's just my differential existential fear, It's just my differential existential fear,its just my differential existential fear,its just my differential existential fear,0.0,0.0,6
The Scarlet Brand - Les Fleurs Du Mal,16.0,22.0,6.0,cause you are olympia on a couch," Because you are Olympian, a college.",cause you are olympia on a couch,because you are olympian a college,0.5714285714285714,0.28125,7
The Scarlet Brand - Les Fleurs Du Mal,22.0,27.0,5.0,and i am the nightmare on her breast, And I am the nightmare on her breath,and i am the nightmare on her breast,and i am the nightmare on her breath,0.125,0.05555555555555555,8
The Scarlet Brand - Les Fleurs Du Mal,28.0,33.0,5.0,cause you are a day gas dancer, Cause you are a take-off dancer,cause you are a day gas dancer,cause you are a takeoff dancer,0.2857142857142857,0.2,7
The Scarlet Brand - Les Fleurs Du Mal,33.0,39.0,6.0,and i am the blood stain on her dress, And I am the bloodstain on a dress,and i am the blood stain on her dress,and i am the bloodstain on a dress,0.3333333333333333,0.10810810810810811,9
The Scarlet Brand - Les Fleurs Du Mal,49.0,58.0,9.0,i will follow you down alley ways and watch you burning bright i will turn the lamps down low, I will follow you down alleyways and watch you burning bright I will turn the lights down low,i will follow you down alley ways and watch you burning bright i will turn the lamps down low,i will follow you down alleyways and watch you burning bright i will turn the lights down low,0.15789473684210525,0.053763440860215055,19
The Scarlet Brand - Les Fleurs Du Mal,58.0,64.0,6.0,and work by candle light paint for me your portrait baby, When work by candlelight Hames for me or portrait day,and work by candle light paint for me your portrait baby,when work by candlelight hames for me or portrait day,0.5454545454545454,0.23214285714285715,11
The Scarlet Brand - Les Fleurs Du Mal,64.0,73.0,9.0,inside melees and mesh i will cry for your alikeness and cast it in your flash," That place and man, I will craft for you a light man And cast it in your blood",inside melees and mesh i will cry for your alikeness and cast it in your flash,that place and man i will craft for you a light man and cast it in your blood,0.5625,0.38461538461538464,16
The Scarlet Brand - Les Fleurs Du Mal,78.0,84.0,6.0,cause i'm the mephisto police whispering in your ear, Cause I'm the Memphis Daffelies whispering in your ears,cause im the mephisto police whispering in your ear,cause im the memphis daffelies whispering in your ears,0.3333333333333333,0.19607843137254902,9
The Scarlet Brand - Les Fleurs Du Mal,84.0,89.0,5.0,and i am the colossus in your garden, And I am the colossus in your garden,and i am the colossus in your garden,and i am the colossus in your garden,0.0,0.0,8
The Scarlet Brand - Les Fleurs Du Mal,89.0,95.0,6.0,cause you are the bather in her blessed fountain, Because you are the bather in her blessed fountain.,cause you are the bather in her blessed fountain,because you are the bather in her blessed fountain,0.1111111111111111,0.041666666666666664,9
The Scarlet Brand - Les Fleurs Du Mal,95.0,101.0,6.0,and i am the wind that makes her pail flash harden, And I am the wind and make sir pale flesh harden,and i am the wind that makes her pail flash harden,and i am the wind and make sir pale flesh harden,0.45454545454545453,0.2,11
The Scarlet Brand - Les Fleurs Du Mal,116.0,120.0,4.0,i will follow you down alley ways, I will follow you hell alleyways,i will follow you down alley ways,i will follow you hell alleyways,0.42857142857142855,0.15151515151515152,7
The Scarlet Brand - Les Fleurs Du Mal,120.0,128.0,8.0,watch you burning bright i will turn the lamps down low and work by candle light, Watch you burning bright I will turn the lamp down low And work like a light,watch you burning bright i will turn the lamps down low and work by candle light,watch you burning bright i will turn the lamp down low and work like a light,0.1875,0.125,16
The Scarlet Brand - Les Fleurs Du Mal,128.0,134.0,6.0,paint for me your portrait baby inside melees and mesh i will, Take me your portrait baby and satellite some age I will be...,paint for me your portrait baby inside melees and mesh i will,take me your portrait baby and satellite some age i will be,0.5833333333333334,0.47540983606557374,12
The Scarlet Brand - Les Fleurs Du Mal,133.0,140.0,7.0,i will cry for your alikeness and cast it in your flash, I will grab her you a likeness and cast it in your flesh,i will cry for your alikeness and cast it in your flash,i will grab her you a likeness and cast it in your flesh,0.5,0.14545454545454545,12
The Scarlet Brand - Les Fleurs Du Mal,250.0,259.0,9.0,i will follow you down alley ways watch you burning bright i will turn the lamps down low, I will follow you down alleyways and watch you burning bright I will turn the lamps down low,i will follow you down alley ways watch you burning bright i will turn the lamps down low,i will follow you down alleyways and watch you burning bright i will turn the lamps down low,0.1111111111111111,0.056179775280898875,18
The Scarlet Brand - Les Fleurs Du Mal,259.0,267.0,8.0,and work by candle light paint for me your portrait baby inside melees and mesh," So far I can't lie Hang for me Ah.. contra, babyooked legs and lies",and work by candle light paint for me your portrait baby inside melees and mesh,so far i cant lie hang for me ah contra babyooked legs and lies,0.8,0.46835443037974683,15
The Scarlet Brand - Les Fleurs Du Mal,267.0,275.0,8.0,i will cry for your alikeness and cast it in your flash, I will craft for you a lightness I cast it in your flesh,i will cry for your alikeness and cast it in your flash,i will craft for you a lightness i cast it in your flesh,0.5,0.21818181818181817,12
The So So Glos - Emergency,5.0,10.0,5.0,marky lived in your old wheelchair, Mark me lived in your old wheelchair,marky lived in your old wheelchair,mark me lived in your old wheelchair,0.3333333333333333,0.08823529411764706,6
The So So Glos - Emergency,11.0,15.0,4.0,across the street from the house where we grew, Cross the street from the house where we grew,across the street from the house where we grew,cross the street from the house where we grew,0.1111111111111111,0.021739130434782608,9
The So So Glos - Emergency,16.0,21.0,5.0,and jesus lived on sylvia's island," Jesus, lift up, still be as I live",and jesus lived on sylvias island,jesus lift up still be as i live,1.3333333333333333,0.6060606060606061,6
The So So Glos - Emergency,21.0,26.0,5.0,and georgy lived on riker's too, Get Shotty Lift on Ryka's STU,and georgy lived on rikers too,get shotty lift on rykas stu,0.8333333333333334,0.5333333333333333,6
The So So Glos - Emergency,27.0,33.0,6.0,and my baby she laid in front of the subway train, And my baby she lay in front of a subway train,and my baby she laid in front of the subway train,and my baby she lay in front of a subway train,0.18181818181818182,0.10204081632653061,11
The So So Glos - Emergency,33.0,38.0,5.0,i don't mind whatever, I don't mind whatever,i dont mind whatever,i dont mind whatever,0.0,0.0,4
The So So Glos - Emergency,38.0,48.0,10.0,i'm from land cause she rocked off on me i will never understand why," I'm from whatever land Cause you're up, I'm falling I will never understand why",im from land cause she rocked off on me i will never understand why,im from whatever land cause youre up im falling i will never understand why,0.42857142857142855,0.40298507462686567,14
The So So Glos - Emergency,49.0,54.0,5.0,y'all still went like some old fiend," Yes, it went like some old faith",yall still went like some old fiend,yes it went like some old faith,0.42857142857142855,0.3142857142857143,7
The So So Glos - Emergency,59.0,69.0,10.0,in my blue jeans i don't mind whatever i'm from whatever land, In my bookings I don't mind whatever I'm from whatever land,in my blue jeans i dont mind whatever im from whatever land,in my bookings i dont mind whatever im from whatever land,0.16666666666666666,0.13559322033898305,12
The So So Glos - Emergency,68.0,72.0,4.0,just a road i'll find me, It's a running up on me,just a road ill find me,its a running up on me,0.6666666666666666,0.6086956521739131,6
The So So Glos - Emergency,72.0,79.0,7.0,cause i don't mind too much these days a e m t," I don't mind too much these days, hey, I'm dead",cause i dont mind too much these days a e m t,i dont mind too much these days hey im dead,0.4166666666666667,0.3111111111111111,12
The So So Glos - Emergency,79.0,84.0,5.0,come rescue me this is an emergency," Come rescue me, this is not a much in sight",come rescue me this is an emergency,come rescue me this is not a much in sight,0.7142857142857143,0.45714285714285713,7
The So So Glos - Emergency,88.0,92.0,4.0,this is an emergency, What's in my mind? Is it a água rakentissé?,this is an emergency,whats in my mind is it a água rakentissé,2.0,1.5,4
The So So Glos - Emergency,96.0,100.0,4.0,this is an emergency, This is an emergency,this is an emergency,this is an emergency,0.0,0.0,4
The So So Glos - Emergency,103.0,108.0,5.0,we all lived in that old wheelchair, We're all living that old wheelchair,we all lived in that old wheelchair,were all living that old wheelchair,0.42857142857142855,0.17142857142857143,7
The So So Glos - Emergency,108.0,112.0,4.0,across the street just across the street," Across the street, just across the street",across the street just across the street,across the street just across the street,0.0,0.0,7
The So So Glos - Emergency,114.0,121.0,7.0,oh my baby she laid in front of a subway train," Oh my baby she lay, it's front of the subway train",oh my baby she laid in front of a subway train,oh my baby she lay its front of the subway train,0.2727272727272727,0.15217391304347827,11
The So So Glos - Emergency,127.0,133.0,6.0,a e m t this is an emergency i don't mind, A.M.T. This is an emergency,a e m t this is an emergency i dont mind,amt this is an emergency,0.6363636363636364,0.4,11
The So So Glos - Emergency,143.0,147.0,4.0,too much these days a e m t,,too much these days a e m t,,1.0,1.0,8
The So So Glos - Emergency,158.0,164.0,6.0,a e m t this is an emergency, I can't stop this troublespring you,a e m t this is an emergency,i cant stop this troublespring you,0.875,0.7857142857142857,8
The Wrong'Uns - Rothko,17.0,24.0,7.0,the coal on your eyes is dark as your lies, The cool on your eyes is dark at your light,the coal on your eyes is dark as your lies,the cool on your eyes is dark at your light,0.3,0.11904761904761904,10
The Wrong'Uns - Rothko,24.0,31.0,7.0,it comes as no surprise you're silent like louise brooks, It comes with no surprise Your silent light will be screwed,it comes as no surprise youre silent like louise brooks,it comes with no surprise your silent light will be screwed,0.6,0.36363636363636365,10
The Wrong'Uns - Rothko,31.0,38.0,7.0,you play femme fatale you love to be cruel," You've been, been, been, been down You love to be cruel",you play femme fatale you love to be cruel,youve been been been been down you love to be cruel,0.6666666666666666,0.5238095238095238,9
The Wrong'Uns - Rothko,38.0,48.0,10.0,with an innocent look but you're using all the hooks you're using all the hooks, Give them innocent look But you're using all the hooks You are using all the hooks,with an innocent look but youre using all the hooks youre using all the hooks,give them innocent look but youre using all the hooks you are using all the hooks,0.26666666666666666,0.11688311688311688,15
The Wrong'Uns - Rothko,48.0,56.0,8.0,rothko said paint is black scrape it back paint it, Breakfast and paint is black Scrape with mud paint it like-,rothko said paint is black scrape it back paint it,breakfast and paint is black scrape with mud paint it like,0.5,0.4,10
The Wrong'Uns - Rothko,55.0,65.0,10.0,jagger said paint it black scrape it back paint it black the, Jack of said paint a plaque Scrape the plaque Paint it black The red,jagger said paint it black scrape it back paint it black the,jack of said paint a plaque scrape the plaque paint it black the red,0.5833333333333334,0.38333333333333336,12
The Wrong'Uns - Rothko,64.0,71.0,7.0,the red of your lips could launch a thousand ships, The red of your lips Couldn't launch a thousand ships,the red of your lips could launch a thousand ships,the red of your lips couldnt launch a thousand ships,0.1,0.04,10
The Wrong'Uns - Rothko,71.0,78.0,7.0,a vein in kill is heart so aim your poisoned dart, I've been a killer least heart So aim your boys and dies,a vein in kill is heart so aim your poisoned dart,ive been a killer least heart so aim your boys and dies,0.7272727272727273,0.42857142857142855,11
The Wrong'Uns - Rothko,78.0,85.0,7.0,bring me to my knees hurt me if you please," Bring me to my needs, hurt me a few days",bring me to my knees hurt me if you please,bring me to my needs hurt me a few days,0.4,0.2857142857142857,10
The Wrong'Uns - Rothko,85.0,92.0,7.0,torture is your art so aim your poisoned dart," Torch is your aunt, so aim your poison that",torture is your art so aim your poisoned dart,torch is your aunt so aim your poison that,0.4444444444444444,0.24444444444444444,9
The Wrong'Uns - Rothko,91.0,95.0,4.0,come on aim your poisoned dart," Come on, aim your boys and dogs",come on aim your poisoned dart,come on aim your boys and dogs,0.5,0.26666666666666666,6
The Wrong'Uns - Rothko,95.0,103.0,8.0,rothko said paint it black scrape it back paint it jagger," Rock, gold, sand, paint, a black, scrape it back, paint it Drag it to the end",rothko said paint it black scrape it back paint it jagger,rock gold sand paint a black scrape it back paint it drag it to the end,0.8181818181818182,0.42105263157894735,11
The Wrong'Uns - Rothko,102.0,112.0,10.0,jagger said paint it black scrape it back paint it black, Jack of ten painted black Scraped the back painted black,jagger said paint it black scrape it back paint it black,jack of ten painted black scraped the back painted black,0.7272727272727273,0.3392857142857143,11
The Wrong'Uns - Rothko,140.0,151.0,11.0,bring me to my knees hurt me if you please torture is your art," Bring me to my knees, hurt me if you please. Torture is your art.",bring me to my knees hurt me if you please torture is your art,bring me to my knees hurt me if you please torture is your art,0.0,0.0,14
The Wrong'Uns - Rothko,151.0,159.0,8.0,so aim your poisoned dart come on aim your poisoned dart rothko said," So aim your boys and darts Come on aim your boys and darts Rock, go sit",so aim your poisoned dart come on aim your poisoned dart rothko said,so aim your boys and darts come on aim your boys and darts rock go sit,0.6923076923076923,0.2647058823529412,13
The Wrong'Uns - Rothko,159.0,166.0,7.0,paint it black scrape it back paint it jagger said," Paint it back, scrape it back, paint it Drag a set",paint it black scrape it back paint it jagger said,paint it back scrape it back paint it drag a set,0.4,0.18,10
The Wrong'Uns - Rothko,166.0,175.0,9.0,paint it black scrape it back paint it rothko said paint it black," Paint it black, scrape it black, paint it Rockful said paint it black, scrape it",paint it black scrape it back paint it rothko said paint it black,paint it black scrape it black paint it rockful said paint it black scrape it,0.3076923076923077,0.24615384615384617,13
The Wrong'Uns - Rothko,174.0,184.0,10.0,scrape it back paint it jagger said paint it black black on black," Scrape it back, made it Drag us in, paint it back Drag on back, paint",scrape it back paint it jagger said paint it black black on black,scrape it back made it drag us in paint it back drag on back paint,0.6153846153846154,0.36923076923076925,13
The Wrong'Uns - Rothko,183.0,192.0,9.0,paint is black, Paint it black,paint is black,paint it black,0.3333333333333333,0.07142857142857142,3
Titanium - Haunted Age,37.0,41.0,4.0,you're on your own,,youre on your own,,1.0,1.0,4
Titanium - Haunted Age,41.0,45.0,4.0,and i can't help you now, In the good of you now,and i cant help you now,in the good of you now,0.6666666666666666,0.5652173913043478,6
Titanium - Haunted Age,45.0,53.0,8.0,the righteous days of the past are nothing but a memory," The vibes tell me, I'm not yours, I'm nothing but a mother of mine.",the righteous days of the past are nothing but a memory,the vibes tell me im not yours im nothing but a mother of mine,0.9090909090909091,0.6545454545454545,11
Titanium - Haunted Age,53.0,57.0,4.0,winner sets our phone,,winner sets our phone,,1.0,1.0,4
Titanium - Haunted Age,57.0,61.0,4.0,i will brought regret,,i will brought regret,,1.0,1.0,4
Titanium - Haunted Age,61.0,69.0,8.0,loosing now a reputation and my diginity, Losing your health and making rage Dead toe,loosing now a reputation and my diginity,losing your health and making rage dead toe,1.1428571428571428,0.7,7
Titanium - Haunted Age,69.0,77.0,8.0,i'll be stuck in a grave for the rest of eternity, I'm stuck in a grave For the rest of eternity,ill be stuck in a grave for the rest of eternity,im stuck in a grave for the rest of eternity,0.18181818181818182,0.10416666666666667,11
Titanium - Haunted Age,107.0,112.0,5.0,biting way too hard,,biting way too hard,,1.0,1.0,4
Titanium - Haunted Age,112.0,119.0,7.0,that'll only satisfy the walking dead that is ready for you, For the late Sur battle of glory They're worth a dud that is made into years,thatll only satisfy the walking dead that is ready for you,for the late sur battle of glory theyre worth a dud that is made into years,1.2727272727272727,0.7931034482758621,11
Titanium - Haunted Age,119.0,123.0,4.0,to come and eat you alive, Stick up and act your life,to come and eat you alive,stick up and act your life,0.8333333333333334,0.48,6
Titanium - Haunted Age,123.0,131.0,8.0,my body is sacrifice for the good of the dead, ...miniording... fortunately you are... the master of an explosive power band... you did more than ever...! I do hope that you still have anotion to your left-hand side.,my body is sacrifice for the good of the dead,miniording fortunately you are the master of an explosive power band you did more than ever i do hope that you still have anotion to your lefthand side,2.7,2.6666666666666665,10
Titanium - Haunted Age,131.0,139.0,8.0,go passional power is thin spirits of hell just linger on," Go back to hell, I'll make it back To the dead, to the dead, to the dead, to the dead, to the dead",go passional power is thin spirits of hell just linger on,go back to hell ill make it back to the dead to the dead to the dead to the dead to the dead,2.0,1.2280701754385965,11
Titanium - Haunted Age,139.0,146.0,7.0,impossible nature so inhumane, I won't prolong the journey so deeply Special Video,impossible nature so inhumane,i wont prolong the journey so deeply special video,2.0,1.2758620689655173,4
Titanium - Haunted Age,146.0,154.0,8.0,for a thousand bodies for a thousand bodies,そう Workers,for a thousand bodies for a thousand bodies,そう workers,1.0,0.8837209302325582,8
Titanium - Haunted Age,184.0,192.0,8.0,you will never give up for as long as i live," You would never give up, or let's go get started.",you will never give up for as long as i live,you would never give up or lets go get started,0.6363636363636364,0.4090909090909091,11
Titanium - Haunted Age,192.0,196.0,4.0,and you don't ever deny, And you told it every day,and you dont ever deny,and you told it every day,0.8,0.36363636363636365,5
Titanium - Haunted Age,196.0,200.0,4.0,you're living in a haunted, The night of galera,youre living in a haunted,the night of galera,1.0,0.76,5
Titanium - Haunted Age,200.0,204.0,4.0,age for as long as i live,,age for as long as i live,,1.0,1.0,7
Titanium - Haunted Age,204.0,208.0,4.0,you will never give up,,you will never give up,,1.0,1.0,5
Titanium - Haunted Age,208.0,217.0,9.0,because i said you're living in a haunted age," in your puts, I'll Bachelor God, light the air andہ my bed",because i said youre living in a haunted age,in your puts ill bachelor god light the air andہ my bed,1.3333333333333333,0.9545454545454546,9
Traffic Experiment - Once More (With Feeling),25.0,35.0,10.0,the new cog in your machine has already started to rust, You call he on the sheet There's already started to run,the new cog in your machine has already started to rust,you call he on the sheet theres already started to run,0.7272727272727273,0.4909090909090909,11
Traffic Experiment - Once More (With Feeling),36.0,45.0,9.0,the decay of our childhood dreams stagnated and gathering dust, Did you care of each other dreams? Stay gladed and gatherin' dust,the decay of our childhood dreams stagnated and gathering dust,did you care of each other dreams stay gladed and gatherin dust,0.8,0.3870967741935484,10
Traffic Experiment - Once More (With Feeling),47.0,56.0,9.0,each minute that drags itself by is another minute's money in the bank, But you made me hear that dress I said bye Here's another minute Somebody you look back,each minute that drags itself by is another minutes money in the bank,but you made me hear that dress i said bye heres another minute somebody you look back,1.1538461538461537,0.6086956521739131,13
Traffic Experiment - Once More (With Feeling),58.0,68.0,10.0,each minute that drags itself by is another minute another minute that'll never get back," Which made that drag to civilize Another minute, another minute that'll never get back",each minute that drags itself by is another minute another minute thatll never get back,which made that drag to civilize another minute another minute thatll never get back,0.4,0.21839080459770116,15
Traffic Experiment - Once More (With Feeling),68.0,77.0,9.0,the future had seemed so bright before," If you do, it seems so right for you",the future had seemed so bright before,if you do it seems so right for you,1.1428571428571428,0.5526315789473685,7
Traffic Experiment - Once More (With Feeling),79.0,90.0,11.0,now day after day you want me to do this once more," And that day I could tell you all you did Oh, what's wrong?",now day after day you want me to do this once more,and that day i could tell you all you did oh whats wrong,1.0,0.8,12
Traffic Experiment - Once More (With Feeling),94.0,102.0,8.0,with feelin', And we ll see largest,with feelin,and we ll see largest,2.5,1.4545454545454546,2
Traffic Experiment - Once More (With Feeling),107.0,116.0,9.0,the years seem to stretch behind and i still haven't come all that far, He's in a stretch behind He better still have them come all that far,the years seem to stretch behind and i still havent come all that far,hes in a stretch behind he better still have them come all that far,0.5714285714285714,0.36231884057971014,14
Traffic Experiment - Once More (With Feeling),118.0,128.0,10.0,i need freedom to motivate more than promotion and a company car, I need freedom of hate More than emotion and a comedy card,i need freedom to motivate more than promotion and a company car,i need freedom of hate more than emotion and a comedy card,0.4166666666666667,0.21875,12
Traffic Experiment - Once More (With Feeling),129.0,140.0,11.0,when i'm stuck in an endless queue through traffic experiments past diversion signs, When I'm stuck in and it is cute Through traffic and experiments past diversions I had so,when im stuck in an endless queue through traffic experiments past diversion signs,when im stuck in and it is cute through traffic and experiments past diversions i had so,0.6923076923076923,0.2682926829268293,13
Traffic Experiment - Once More (With Feeling),139.0,150.0,11.0,while beneath my mind's paperwork lie forgotten melodies and unfinished lines, Why don't leave my mind to be a work And I forgot the melodies in the finished lines,while beneath my minds paperwork lie forgotten melodies and unfinished lines,why dont leave my mind to be a work and i forgot the melodies in the finished lines,1.3636363636363635,0.42105263157894735,11
Traffic Experiment - Once More (With Feeling),150.0,159.0,9.0,and life seems to drain from every pore, The nights chief to prayed for every demon,and life seems to drain from every pore,the nights chief to prayed for every demon,0.75,0.6153846153846154,8
Traffic Experiment - Once More (With Feeling),161.0,172.0,11.0,and day after day you want me to do this once more," And after that, you'll have me undressed And once more",and day after day you want me to do this once more,and after that youll have me undressed and once more,0.5833333333333334,0.5,12
Traffic Experiment - Once More (With Feeling),176.0,184.0,8.0,with feelin',,with feelin,,1.0,1.0,2
Traffic Experiment - Once More (With Feeling),188.0,194.0,6.0,i used to believe i'd have all i desired, And choose to leave whatever I deserve,i used to believe id have all i desired,and choose to leave whatever i deserve,0.7777777777777778,0.5897435897435898,9
Traffic Experiment - Once More (With Feeling),194.0,200.0,6.0,now each day's the same and it leaves me so tired," And every day is the same, and it leaves me so tired",now each days the same and it leaves me so tired,and every day is the same and it leaves me so tired,0.36363636363636365,0.1875,11
Traffic Experiment - Once More (With Feeling),199.0,208.0,9.0,the stars in the night sky that had me inspired now seem dimmed," Who started the light sky that had me as mine, I'll see you do.",the stars in the night sky that had me inspired now seem dimmed,who started the light sky that had me as mine ill see you do,0.7692307692307693,0.36507936507936506,13
Traffic Experiment - Once More (With Feeling),208.0,214.0,6.0,and so i can't do this, So I can dance,and so i cant do this,so i can dance,0.6666666666666666,0.5238095238095238,6
Traffic Experiment - Once More (With Feeling),214.0,221.0,7.0,once more,,once more,,1.0,1.0,2
Traffic Experiment - Once More (With Feeling),234.0,242.0,8.0,sleep work eat work sleep work eat work sleep work eat work sleep,,sleep work eat work sleep work eat work sleep work eat work sleep,,1.0,1.0,13
Traffic Experiment - Once More (With Feeling),242.0,252.0,10.0,work eat work sleep work eat work sleep work eat work sleep work eat work,,work eat work sleep work eat work sleep work eat work sleep work eat work,,1.0,1.0,15
Traffic Experiment - Once More (With Feeling),272.0,280.0,8.0,confined within these four walls i plan out my great escape, Finally leaving the'... Bunu reigned!,confined within these four walls i plan out my great escape,finally leaving the bunu reigned,1.0,0.7457627118644068,11
Traffic Experiment - Once More (With Feeling),282.0,292.0,10.0,as i cling on to this fading dream and pray i've not too long left to wait, Cause I cling onto this fading dream And pray I've known to long left and right,as i cling on to this fading dream and pray ive not too long left to wait,cause i cling onto this fading dream and pray ive known to long left and right,0.4117647058823529,0.2054794520547945,17
Traffic Experiment - Once More (With Feeling),292.0,301.0,9.0,and the world moves on through that door, oh,and the world moves on through that door,oh,1.0,0.95,8
Traffic Experiment - Once More (With Feeling),303.0,314.0,11.0,and day after day you want me to do this once more," Até, bras...",and day after day you want me to do this once more,até bras,1.0,0.9,12
Traffic Experiment - Once More (With Feeling),319.0,326.0,7.0,with feeling, And she'll be survival,with feeling,and shell be survival,2.0,1.4166666666666667,2
Traffic Experiment - Once More (With Feeling),331.0,342.0,11.0,i thought independence would help set me free now i'm living my dreams through the things on t v, And thought independence would end up semi-free Now maybe I'm a dreamstreet of things I'll TV,i thought independence would help set me free now im living my dreams through the things on t v,and thought independence would end up semifree now maybe im a dreamstreet of things ill tv,0.7368421052631579,0.3684210526315789,19
Traffic Experiment - Once More (With Feeling),342.0,351.0,9.0,while the feelings i had for this world around me have been numbed, One of the feelings I had for this world around me have been known,while the feelings i had for this world around me have been numbed,one of the feelings i had for this world around me have been known,0.23076923076923078,0.18181818181818182,13
Traffic Experiment - Once More (With Feeling),351.0,356.0,5.0,and so i can't do this, So I can do,and so i cant do this,so i can do,0.5,0.47619047619047616,6
Traffic Experiment - Once More (With Feeling),356.0,364.0,8.0,once more,,once more,,1.0,1.0,2
Traffic Experiment - Once More (With Feeling),385.0,395.0,10.0,oh,,oh,,1.0,1.0,1
Traffic Experiment - Sirens,3.0,11.0,8.0,now cast away and lost at sea upon the waves of uncertainty, Now cast away and lust is see upon the waves of uncertainty,now cast away and lost at sea upon the waves of uncertainty,now cast away and lust is see upon the waves of uncertainty,0.25,0.06779661016949153,12
Traffic Experiment - Sirens,11.0,19.0,8.0,with shipwrecked heart and shipwrecked mind temptation sailing close behind," It's too quick hard and too great mud Dintation, sea and girls beyond",with shipwrecked heart and shipwrecked mind temptation sailing close behind,its too quick hard and too great mud dintation sea and girls beyond,1.2,0.5333333333333333,10
Traffic Experiment - Sirens,19.0,27.0,8.0,i lock myself up to the mast deny the solitude of the past, I locked myself up to the muds to deny the solitude of the past,i lock myself up to the mast deny the solitude of the past,i locked myself up to the muds to deny the solitude of the past,0.23076923076923078,0.10344827586206896,13
Traffic Experiment - Sirens,27.0,35.0,8.0,but when the mist comes rolling in i hear the sirens start to sing," When the mist comes rolling in, I hear the sirens start to sing",but when the mist comes rolling in i hear the sirens start to sing,when the mist comes rolling in i hear the sirens start to sing,0.07142857142857142,0.06060606060606061,14
